Frame,Accelerometer X,Accelerometer y,Accelerometer Z,Compass,Gyroscope X,Gyroscope Y,Gyroscope Z
0,0.0,0.0,-0.4,2.15110445022583,0.3024401050423712,0.5940581525403752,0.3008301182912908
1,0.0,0.0,-0.3,2.151104211807251,0.9974160592800305,0.12333583128246217,0.06007893855101476
2,0.0,0.0,-0.3,2.15110445022583,0.8665345851623651,0.8805391784661335,0.9497930141398137
3,0.0,0.0,-0.2,2.1511049270629883,0.32238042196842887,0.45394982632737746,0.025908680245421367
4,0.0,-0.0,-0.2,2.151104688644409,0.01969741179645057,0.5380017792322902,0.9168875774203491
5,-0.0,0.0,-0.1,2.1511049270629883,0.2079953763659651,0.2124332916283419,0.2865870296328378
6,0.0,-0.0,-0.1,2.1511051654815674,0.593944591641487,0.12637976155797181,0.37523364921280744
7,0.0,-0.0,-0.1,2.1511049270629883,0.5401504202153948,0.14773196924755816,0.23589233707012902
8,-0.0,0.0,-0.1,2.1511051654815674,0.6666552907680964,0.21904896532581664,0.6405452523212238
9,0.0,0.0,-0.0,2.1511051654815674,0.063349112368565,0.1561696751975835,0.3341790825345988
10,0.0,-0.0,-0.0,2.1511051654815674,0.3598030423989864,0.7582844075814381,0.546191576935534
11,-0.0,0.0,-0.0,2.1511051654815674,0.45881321449496315,0.6128172260383612,0.7174333495593057
12,0.0,-0.0,-0.0,2.1511054039001465,0.5934440395579882,0.3910669647129825,0.08270416151056925
13,0.0,0.0,-0.0,2.1511051654815674,0.0024965377664165622,0.44640505440907896,0.6811832960949835
14,0.0,0.0,0.0,2.1511054039001465,0.13683075756525853,0.8166593260068723,0.08123379880075698
15,0.0,0.0,0.0,2.1511056423187256,0.8627741371374728,0.8212870846202763,0.16383727595072628
16,0.0,0.0,0.0,2.1511054039001465,0.9291750260198138,0.7809264139214569,0.49812751485124007
17,0.0,0.0,0.0,2.1511054039001465,0.37145846930684023,0.6883732824364368,0.42507367407904295
18,0.0,0.0,0.0,2.1511054039001465,0.06376912505871324,0.7507953104785363,0.7218152498465439
19,0.0,0.0,0.0,2.1511054039001465,0.09069271224744924,0.17401678978163948,0.13323565187980246
20,0.0,0.0,0.0,2.1511058807373047,0.17219910947652473,0.1328976271637874,0.5530876746938476
21,0.0,0.0,0.0,2.1511058807373047,0.6919769155606196,0.09481897193576283,0.5649748104221646
22,0.0,0.0,0.0,2.1511058807373047,0.23666189160529472,0.49879034390358246,0.05477439424882902
23,0.0,0.0,0.0,2.1511058807373047,0.5243714226704212,0.4049624945649205,0.560181252926069
24,0.0,0.0,0.0,2.1511058807373047,0.2875290785717345,0.10114498492724433,0.28923763445562556
25,0.0,0.0,0.0,2.1511058807373047,0.19813528125653435,0.5394106594297352,0.10643517499965449
26,0.0,0.0,0.0,2.1511058807373047,0.9632873255230536,0.22525534346591847,0.7962172976638774
27,0.0,0.0,0.0,2.1511058807373047,0.36966358472995153,0.9637111357218883,0.23544918656905867
28,0.0,0.0,0.0,2.1511058807373047,0.4260634366914401,0.0333519111677002,0.6306478113249928
29,0.0,0.0,0.0,2.1511058807373047,0.22850069290714492,0.5779750928375031,0.86648153073121
30,0.0,0.0,0.0,2.1511058807373047,0.45078742015169426,0.9576333925191916,0.40701806441164323
31,0.0,0.0,0.0,2.1511058807373047,0.3133562313370224,0.235430116178312,0.5771850681613351
32,0.0,0.0,0.0,2.1511058807373047,0.4657832128447893,0.1627635194697309,0.9610640594290026
33,0.0,0.0,0.0,2.1511058807373047,0.9805442360893384,0.9510498565851503,0.23661994370096495
34,0.0,0.0,0.0,2.1511058807373047,0.7287317872734621,0.3223401500765377,0.465090786299482
35,0.0,0.0,0.0,2.1511058807373047,0.7377141501272336,0.6848823176605808,0.3261610588289835
36,0.0,0.0,0.0,2.1511058807373047,0.4016578216193576,0.29606794738929687,0.13930349800078212
37,0.0,0.0,0.0,2.1511058807373047,0.21692403394044613,0.5833830286307486,0.6055130277767798
38,0.0,0.0,0.0,2.1511058807373047,0.7102021729653717,0.5217352382777366,0.7709397949358626
39,0.0,0.0,0.0,2.1511058807373047,0.14184613578833594,0.1672164962845325,0.8809903384943011
40,-0.0,0.0,-0.0,2.1511058807373047,0.24508416057757954,0.8570727140122106,0.5199808031193515
41,-0.0,-0.0,0.0,2.1511058807373047,0.49167456347170213,0.08548021914933601,0.5908149659555146
42,-0.0,-0.0,0.0,2.1511058807373047,0.7138144225730918,0.9573900666082811,0.47902702815700915
43,-0.0,0.0,0.0,2.1511058807373047,0.0071752795525866775,0.5976867044784773,0.7660600931601114
44,0.0,-0.0,0.0,2.1511058807373047,0.42749560283944943,0.12782722112367229,0.9282485951046986
45,-0.0,0.0,-0.0,2.1511058807373047,0.4314643071390659,0.15251491780143456,0.9345213467142813
46,0.0,-0.0,-0.0,2.1511058807373047,0.848687535513658,0.542070313468948,0.8122042394456674
47,-0.0,0.0,0.0,2.1511058807373047,0.2060476899459821,0.4177642113168756,0.49551730092939805
48,0.0,0.0,-0.0,2.1511058807373047,0.6235774618724018,0.4233256631376091,0.38857196873448263
49,0.0,-0.0,0.0,2.151106119155884,0.2893381534597801,0.17909373994617106,0.14011534140427218
50,-0.0,0.0,-0.0,2.151106119155884,0.7389804670609732,0.5091647367469954,0.46440644872739034
51,6.0,3.9,0.1,2.151106119155884,0.24698997345699003,0.02940357580728159,0.8098649978857283
52,5.1,3.4,0.1,2.151106119155884,0.4862004431556981,0.33154847950535893,0.9881167053268021
53,3.1,2.0,0.0,2.151106119155884,0.8049290992147933,0.7737927573075054,0.5686439597194587
54,4.0,2.6,0.0,2.1511058807373047,0.17654852593224513,0.5260905481658471,0.9868314070777319
55,2.1,1.3,0.0,2.1511058807373047,0.4385178234068333,0.4733091737781209,0.024060694611914735
56,3.6,2.4,0.0,2.1511058807373047,0.7145518994626092,0.651499752554866,0.744903380669671
57,1.7,1.1,0.0,2.1511058807373047,0.4394995777433822,0.16306505564208096,0.5651506116139494
58,1.8,1.2,0.0,2.1511058807373047,0.265828886129993,0.49378660536712415,0.8337745839928906
59,2.2,1.5,0.0,2.151106119155884,0.9317532237831101,0.9755119748512086,0.2531886521988481
60,2.8,1.8,0.0,2.1510250568389893,0.46187905159265685,0.41006304095771307,0.32969683351161594
61,3.0,2.0,0.0,2.150851011276245,0.2828216259811067,0.27729046557255677,0.7154887850519415
62,3.4,2.2,0.0,2.150813102722168,0.1240099795460512,0.1108680462532331,0.6282826327711132
63,3.5,2.3,0.0,2.1506192684173584,0.015684373568016552,0.6641154938747409,0.533422595773407
64,3.9,2.5,0.0,2.150286912918091,0.8542822416678679,0.01827344775110351,0.6827235908428336
65,3.9,2.6,0.0,2.150324821472168,0.08613138996088865,0.8514739792287728,0.5759532992173773
66,4.2,2.8,0.1,2.1503658294677734,0.9822685683572259,0.6505280313830605,0.007963622689703853
67,4.4,2.9,0.1,2.1503798961639404,0.5102698993732203,0.36103920604039985,0.2389305494372327
68,4.4,2.9,0.0,2.1503818035125732,0.7603236203903613,0.6865559748689288,0.1776847788527517
69,4.1,2.7,0.0,2.1503782272338867,0.10896640044988493,0.8091043443362632,0.26357679907506526
70,3.9,2.6,0.0,2.1503775119781494,0.9365792725844065,0.20282575489881094,0.41296147868803723
71,3.8,2.5,0.0,2.150388240814209,0.818288865539979,0.3541155104349779,0.3249132729538706
72,3.8,2.5,0.0,2.1503849029541016,0.6419038746783388,0.765396070759688,0.5943840541509336
73,3.8,2.5,0.0,2.1503829956054688,0.5085627317058645,0.407954632262303,0.3690548005835018
74,3.8,2.5,0.1,2.1503844261169434,0.5228607463126256,0.3121205245447758,0.5609544239014402
75,3.2,2.1,-0.0,2.150385856628418,0.9793747760973343,0.8845502815412226,0.1679903421178245
76,-1.1,-0.7,-0.0,2.1503865718841553,0.7781286625663689,0.852784376854306,0.17357601511809806
77,0.0,0.0,-0.0,2.150387763977051,0.9377215536211708,0.21628331543438106,0.8227598515590351
78,-0.0,-0.0,-0.0,2.1503894329071045,0.5137514425008313,0.36312212738968297,0.8836012799346653
79,0.2,0.1,-0.0,2.150390625,0.7451410615217726,0.5885777332319039,0.7716953746314478
80,-0.5,-0.3,0.0,2.1503920555114746,0.7261913177808317,0.8082873998488336,0.31632318622728073
81,10.5,6.9,0.1,2.1503937244415283,0.9178306494180388,0.9972912378704563,0.9861669542489917
82,7.2,4.7,0.1,2.1503946781158447,0.6228632610460996,0.7217338950883248,0.7639782194758223
83,3.7,2.4,0.0,2.1503965854644775,0.5172314155542338,0.0794961622195246,0.3626376464672182
84,3.8,2.5,0.0,2.150343418121338,0.48664210067263935,0.7145233531578504,0.849143637993049
85,4.2,2.8,0.1,2.150376796722412,0.31531588282955547,0.8239973370585799,0.8989915178066534
86,3.8,2.5,0.0,2.1504197120666504,0.4878246744527418,0.8010744643705396,0.018877247873299807
87,4.3,2.8,0.1,2.1504368782043457,0.7470948993199547,0.1519575192993441,0.22361773328012646
88,3.9,2.6,0.0,2.1504433155059814,0.01509704905274134,0.39785007022841923,0.677213755790116
89,4.4,2.9,0.1,2.15044903755188,0.3020670027050557,0.11666843824858697,0.31571874347277706
90,3.9,2.6,0.0,2.150451421737671,0.37988313535365914,0.5377465334609732,0.7176445881234825
91,1.4,0.9,0.0,2.1504552364349365,0.15447786659133844,0.02200175659418857,0.21527101002506044
92,-0.3,-0.2,-0.0,2.1504602432250977,0.8643961440592314,0.20865663380887622,0.6896331645143601
93,3.7,2.4,0.0,2.1504640579223633,0.11948685769186385,0.11240253413163581,0.746823331758426
94,6.8,4.5,0.1,2.150465488433838,0.3229113837657347,0.5172316174337096,0.5275657277614357
95,3.0,1.9,0.0,2.1504671573638916,0.8808077123899276,0.3942085013712118,0.8491203227376453
96,-0.3,-0.2,-0.0,2.1504735946655273,0.30846832383577627,0.08372614023112346,0.13099089895124738
97,-0.8,-0.5,-0.0,2.150477409362793,0.13903604203023734,0.7819516323475703,0.5532796713087759
98,-2.1,-1.3,-0.0,2.1504764556884766,0.22863227831036326,0.624636036192824,0.6961663111987567
99,-1.9,-1.2,-0.0,2.1504786014556885,0.5768991184647528,0.4771961883296215,0.8247638979757904
