Frame,Accelerometer X,Accelerometer y,Accelerometer Z,Compass,Gyroscope X,Gyroscope Y,Gyroscope Z
45,4.8,-0.8,-0.0,1.4071840047836304,0.892405605849697,0.4615051603194965,0.7955073516106859
46,5.1,-0.8,-0.0,1.4072813987731934,0.6603579082113935,0.6823879885798467,0.9407200618798155
47,5.3,-0.9,-0.0,1.4072558879852295,0.019573846695786545,0.8605624812662233,0.41262121755438474
48,5.1,-0.8,0.0,1.4072803258895874,0.9755999091531049,0.7581300626997642,0.1811909459651686
49,4.8,-0.8,-0.0,1.407299518585205,0.5485605570426569,0.5116869383375569,0.42217034168884204
50,4.6,-0.8,-0.0,1.407278299331665,0.033195053948116726,0.25528305977840227,0.7036455977126188
51,4.6,-0.8,0.0,1.4072473049163818,0.997831864428693,0.9037359188986277,0.221840115399081
52,4.5,-0.7,-0.0,1.4072462320327759,0.26542954509795313,0.5128434833492818,0.5064264423512855
53,4.5,-0.7,0.0,1.4072362184524536,0.31414310742378637,0.9514122174321208,0.06905804463629728
54,4.5,-0.7,0.1,1.4072489738464355,0.7782835409772492,0.7336848959740171,0.629137046643945
55,1.1,-0.2,-0.0,1.4072319269180298,0.8730595679099864,0.727951287403179,0.6521163154197611
56,-1.0,0.2,-0.0,1.4072558879852295,0.8974762764281194,0.2776586273335734,0.9696611575670792
57,0.5,-0.1,-0.0,1.4072420597076416,0.9622786623402111,0.06080047157223312,0.2881210276631926
58,-0.2,0.0,-0.0,1.4072483777999878,0.9453245857309066,0.07003669143709002,0.22803522777276208
59,0.4,-0.1,0.0,1.4072489738464355,0.6588133525363927,0.1422688011919615,0.8720735462845306
60,3.6,-0.6,-0.0,1.4072505235671997,0.5264898717936476,0.03187075820673968,0.14343594316821884
61,13.0,-2.1,-0.0,1.4072515964508057,0.06298358893212319,0.07081896535937215,0.026173004176868297
62,5.5,-0.9,0.0,1.4072526693344116,0.7439427988395779,0.7644587684870364,0.3027024071615785
63,5.0,-0.8,-0.0,1.4072494506835938,0.7308433735907788,0.5028640297576817,0.17518373136374887
64,4.6,-0.8,0.0,1.4072723388671875,0.004429447392445218,0.21072973564594388,0.8515011872110738
65,5.1,-0.8,-0.0,1.4072701930999756,0.8619576551956231,0.08450387003245508,0.8657351470782726
66,4.6,-0.8,0.0,1.4072697162628174,0.5931759239735068,0.20772803307188592,0.8646565532328377
67,5.2,-0.9,0.0,1.4072691202163696,0.28292940652308884,0.25351399947445075,0.5688121072061864
68,4.7,-0.8,-0.0,1.4072675704956055,0.3193370178610949,0.029900353455015183,0.17918155945286351
69,5.2,-0.9,0.0,1.4072675704956055,0.8870764939285185,0.9496067144110238,0.7805141629614444
70,4.7,-0.8,-0.0,1.4072712659835815,0.23471801799232916,0.2674582450688283,0.3411113669961102
71,-0.6,0.1,0.0,1.4072750806808472,0.7296614655023161,0.17161284145999267,0.6915133192414539
72,-0.4,0.1,-0.0,1.4072781801223755,0.9372725244389858,0.8130007202010012,0.22565848385765852
73,7.7,-1.3,0.0,1.407277226448059,0.9615665989678391,0.13618329318952926,0.09626789095592825
74,3.8,-0.6,-0.0,1.4072813987731934,0.013135949689122794,0.2740059790955016,0.6671020151690418
75,0.3,-0.0,0.0,1.407288908958435,0.961724730259843,0.07653224750746668,0.01006500943083044
76,-1.4,0.2,-0.0,1.4072856903076172,0.6731876497512194,0.34035408672955914,0.6566949203099977
77,-1.6,0.3,0.0,1.4072846174240112,0.02529266950571618,0.8513220360931433,0.137328037776404
78,-2.9,0.5,-0.0,1.407293677330017,0.2791568392494782,0.14297240974422676,0.3613633163210057
79,-2.4,0.4,0.0,1.4072962999343872,0.8009160039107579,0.255775569519725,0.5447437370592886
80,-3.5,0.6,0.0,1.407297968864441,0.8379297218247825,0.060077456569043286,0.02740170806547637
81,-0.8,0.1,-0.0,1.4072985649108887,0.2982555741440397,0.10587203884822294,0.11404502618864965
82,-0.4,0.1,-0.0,1.407299518585205,0.16544907623124383,0.27760416309952174,0.15378732335726952
83,-3.4,0.6,-0.0,1.407304286956787,0.14472266758292462,0.7575127236994946,0.8404982527714869
84,-5.8,1.0,0.0,1.4073033332824707,0.68705266943426,0.5955370991867474,0.5204092546521073
85,-2.5,0.4,-0.0,1.4073033332824707,0.39618799196038346,0.5816085839972027,0.6802452376904107
86,-1.9,0.3,0.0,1.407302737236023,0.06391501982399361,0.6737738406733376,0.3011393717859947
87,0.1,-0.0,0.0,1.407301664352417,0.30729307853018606,0.5251728806476402,0.983063135615178
88,0.5,-0.1,-0.0,1.4073011875152588,0.9726554159709083,0.9099611787635654,0.9888497057765323
89,2.1,-0.3,-0.0,1.4072990417480469,0.26382045177365754,0.14913709044601742,0.9028354010827099
90,2.3,-0.4,0.0,1.4072973728179932,0.6347152114592488,0.31441851101867035,0.6961746304767154
91,3.5,-0.6,-0.0,1.407296895980835,0.6937253724685906,0.5310462860183548,0.6676194955546516
92,3.4,-0.6,-0.0,1.4072952270507812,0.7593360097109786,0.8860830821784829,0.39285490105445153
93,4.3,-0.7,-0.0,1.407292127609253,0.23136426222869422,0.04898072962294753,0.7531187893676287
94,3.3,-0.5,-0.0,1.407291054725647,0.6487697010239624,0.45475834356314293,0.33448161683694855
95,1.5,-0.2,-0.0,1.4072893857955933,0.7047787596043137,0.14149318216440498,0.747823947318895
96,-1.0,0.2,-0.0,1.4072893857955933,0.7756914958821506,0.11522461623359759,0.2142856404119885
97,-1.7,0.3,-0.0,1.407288908958435,0.12570821126195098,0.7029200791072483,0.013463749137760828
98,-3.3,0.5,-0.0,1.4072883129119873,0.2891468302497574,0.24955955659565288,0.7813635154737584
99,-2.6,0.4,-0.0,1.407289981842041,0.23898717801728042,0.8911070766737965,0.12952951302389926
100,-2.8,0.5,-0.0,1.4072915315628052,0.6000889664611269,0.029830116454809374,0.13207041171992684
101,-1.0,0.2,-0.0,1.4072926044464111,0.6316870661734565,0.520030873736194,0.7434567933072812
102,-0.5,0.1,-0.0,1.4072952270507812,0.9238065039680566,0.7880951319651535,0.4260412891649822
103,1.3,-0.2,-0.0,1.407296895980835,0.05310139040878925,0.17153602855127248,0.10174199346791413
104,1.6,-0.3,-0.0,1.407299518585205,0.8661481966466336,0.7984050927824322,0.17895712647460849
105,2.9,-0.5,0.0,1.407300591468811,0.7358026075343378,0.5213599711112751,0.05079429914794831
106,3.0,-0.5,-0.0,1.4073011875152588,0.926754659120893,0.25156578921476225,0.43351046296444373
107,3.2,-0.5,-0.0,1.4072990417480469,0.14328617547978995,0.7791351100444958,0.39707033879084774
108,0.5,-0.1,-0.0,1.4072973728179932,0.2733260026078209,0.7567789414736712,0.6950632126417274
109,-0.7,0.1,0.0,1.4072953462600708,0.9149710246706892,0.11994287382746971,0.7780357334270998
110,-2.5,0.4,0.0,1.407294750213623,0.40169726658934846,0.6963357777365826,0.4842740555095816
111,-2.6,0.4,-0.0,1.407293677330017,0.8042852384490268,0.4838822983419746,0.37197095432363403
112,-3.5,0.6,0.0,1.407293677330017,0.8326376646986936,0.4121655741185245,0.35724861753648307
113,-2.0,0.3,-0.0,1.4072926044464111,0.34244852666025594,0.7657455991018355,0.6042991660096394
114,-1.8,0.3,-0.0,1.4072942733764648,0.7183042764682284,0.975355058014747,0.23420662288047245
115,0.2,-0.0,-0.0,1.407295823097229,0.5576457186764049,0.6283852147625044,0.26854322197763536
116,0.6,-0.1,-0.0,1.407297968864441,0.27812853068749066,0.8807037172177814,0.3772971649557041
117,2.2,-0.4,-0.0,1.407299518585205,0.11551512309540746,0.7944143180515474,0.15033102694390676
118,2.4,-0.4,-0.0,1.4072990417480469,0.0515243639711106,0.9350761684904751,0.47439530511351247
119,3.5,-0.6,-0.0,1.4072990417480469,0.783492105209463,0.7904480042196723,0.32000936551151915
120,2.6,-0.4,-0.0,1.407297968864441,0.9876944314844004,0.4602426092678181,0.9611331258873396
121,1.1,-0.2,-0.0,1.407296895980835,0.9616260928079786,0.9602053361571047,0.9185852226643948
122,-1.2,0.2,0.0,1.407295823097229,0.06857860952623607,0.8666405845747109,0.036862086515414894
123,-1.8,0.3,0.0,1.407295823097229,0.8611429695360546,0.3543251028107467,0.7546079623375856
124,-3.4,0.6,0.0,1.4072952270507812,0.9398493078199123,0.7156668011048828,0.6372816549707572
125,-2.6,0.4,-0.0,1.4072942733764648,0.752166153496631,0.2683502907428711,0.5923855220428579
126,-2.8,0.5,-0.0,1.4072942733764648,0.514445334151628,0.42795582718157366,0.3449969661115738
127,-1.0,0.2,-0.0,1.4072953462600708,0.9748566601593344,0.5427846112523466,0.44815458560430643
128,-0.5,0.1,0.0,1.407296895980835,0.3845716848514351,0.9070860592367445,0.6042881943950726
129,1.3,-0.2,0.0,1.4072985649108887,0.134045598952918,0.1165335401470814,0.2526712675062227
130,1.6,-0.3,-0.0,1.407299518585205,0.6826981600096976,0.6725298611815799,0.1307734337462778
131,2.9,-0.5,-0.0,1.4073001146316528,0.5855133673714223,0.14283903381788654,0.8822240877277072
132,3.0,-0.5,-0.0,1.407299518585205,0.7859151617005825,0.8996820139176006,0.531783335594914
133,3.4,-0.6,-0.0,1.4072984457015991,0.29419084748158486,0.08684982140772513,0.011900406519749995
134,0.9,-0.1,-0.0,1.407297968864441,0.05491883045907697,0.7861048868371254,0.22777775740528872
135,-0.6,0.1,-0.0,1.407294750213623,0.9624121503419868,0.711608908460108,0.9917103856033024
136,-2.5,0.4,0.0,1.407294750213623,0.6411900461566549,0.07997310430450733,0.18762873385549672
137,-2.6,0.4,0.0,1.4072942733764648,0.9943160703663081,0.3762908058063428,0.0054757166050177775
138,-3.4,0.6,-0.0,1.407293677330017,0.9218085604365532,0.679049061599652,0.4501849423154831
139,-2.0,0.3,-0.0,1.407293677330017,0.6674117757607057,0.6892052155153761,0.5537923442562807
140,-1.8,0.3,0.0,1.4072952270507812,0.7326909739710182,0.5401721181997096,0.3702709740574468
141,0.2,-0.0,0.0,1.407296895980835,0.09126869109818703,0.6311591805549709,0.6980518814573425
142,0.6,-0.1,-0.0,1.407299518585205,0.5329232168859337,0.7704560112910035,0.475965802785302
143,2.2,-0.4,-0.0,1.407300591468811,0.4865387998330667,0.10951548362092456,0.7720070566089715
144,2.4,-0.4,-0.0,1.4073011875152588,0.27239043863015666,0.1903402799348881,0.275536032180542
145,3.5,-0.6,-0.0,1.4073011875152588,0.1712089625022205,0.7706556439288103,0.11830156882479281
146,2.7,-0.5,-0.0,1.407300591468811,0.06850363701833273,0.7399382996947167,0.8084867343184311
147,1.3,-0.2,-0.0,1.4072990417480469,0.7091269290828668,0.3529590709554732,0.39961172518929944
148,-1.2,0.2,0.0,1.407297968864441,0.05250507930079629,0.21845176164766789,0.12288285813225941
149,-1.8,0.3,-0.0,1.4072964191436768,0.765562839830528,0.6738583867955042,0.3816666499825132
150,-3.4,0.6,0.0,1.407295823097229,0.3495113089129138,0.33953291965672283,0.8778795617659753
151,-2.6,0.4,0.0,1.407294750213623,0.9034494695565298,0.6001250983608785,0.8555647132422334
152,-2.8,0.5,0.0,1.4072952270507812,0.7993450829400026,0.7033881081703681,0.3925414908618846
153,-1.0,0.2,0.0,1.407295823097229,0.2370006481140602,0.10437092113519586,0.7833878256410295
154,-0.5,0.1,0.0,1.4072973728179932,0.7133473916936421,0.24183614862115288,0.5950893941567417
155,1.3,-0.2,0.0,1.4072990417480469,0.060490615480458865,0.8994498335472484,0.5016474514942523
156,1.6,-0.3,-0.0,1.4073011875152588,0.8042589173634945,0.9290904082393855,0.8331468187866438
157,2.9,-0.5,-0.0,1.4073021411895752,0.3759519553161458,0.31374653842049904,0.6990667175649985
158,3.0,-0.5,-0.0,1.407301664352417,0.10509607358967943,0.9135260111452765,0.6126397781872421
159,3.5,-0.6,-0.0,1.4072999954223633,0.027033916542992142,0.6822850901998411,0.9936984013951412
160,1.0,-0.2,-0.0,1.407299518585205,0.9801542306292728,0.08848852032464971,0.27987305667675433
161,-0.6,0.1,-0.0,1.4072973728179932,0.9101877990546242,0.3629326464274494,0.32631690520537693
162,-2.5,0.4,0.0,1.407296895980835,0.5830872296023947,0.8329570353850343,0.5835140256536689
163,-2.6,0.4,0.0,1.4072964191436768,0.16577328828826265,0.3550606507983384,0.7615953880215258
164,-3.4,0.6,-0.0,1.407294750213623,0.4520764329509762,0.0025115523094142445,0.1562334032992584
165,-2.0,0.3,0.0,1.407294750213623,0.6980558874931937,0.9682851671191501,0.9845483288950332
166,-1.8,0.3,0.0,1.407294750213623,0.7589969199118995,0.0005848736696375534,0.3921948918102611
167,0.2,-0.0,0.0,1.4072973728179932,0.47243566001750315,0.8018401946304216,0.6535828042745095
168,0.6,-0.1,0.0,1.407297968864441,0.04376750510081395,0.158800827999937,0.35442522711009594
169,2.2,-0.4,-0.0,1.407299518585205,0.9082513075476416,0.6589712503283784,0.5589926794656083
170,2.4,-0.4,-0.0,1.4072999954223633,0.10330083299495552,0.4261965538452105,0.09420841359038212
171,3.5,-0.6,-0.0,1.407299518585205,0.3172422846360504,0.3881027974020361,0.47524179537014233
172,2.8,-0.5,-0.0,1.407299518585205,0.2988473278484548,0.702912677456996,0.7263744923955793
173,1.3,-0.2,-0.0,1.407297968864441,0.7486017467378683,0.07564688458366942,0.4098890582410708
174,-1.2,0.2,0.0,1.407296895980835,0.706742574299971,0.12693670081693453,0.7096544342004103
175,-1.8,0.3,-0.0,1.407295823097229,0.08393843560290226,0.0031107427561631873,0.6021251794665202
176,-3.4,0.6,0.0,1.407294750213623,0.520710633691638,0.3218436537842668,0.2286517150587004
177,-2.6,0.4,0.0,1.407294750213623,0.4216015176987705,0.38574121801759165,0.8985971602123518
178,-2.8,0.5,0.0,1.407294750213623,0.913569669236129,0.0707907818396405,0.05038311976265175
179,-1.0,0.2,-0.0,1.4072952270507812,0.47080775127759744,0.9512914606829707,0.8542090302848017
180,-0.5,0.1,-0.0,1.4072962999343872,0.3736639150627735,0.6884706021583681,0.8868067565433069
181,1.3,-0.2,-0.0,1.4072984457015991,0.43743684242117553,0.3249022146530506,0.9344073761572417
182,1.6,-0.3,0.0,1.4072999954223633,0.019631494247078995,0.06280559064271862,0.044601878952863716
183,2.9,-0.5,-0.0,1.4073011875152588,0.023708766264858627,0.6505148101152378,0.8320907652952116
184,3.0,-0.5,-0.0,1.4073021411895752,0.5314323468844124,0.5960708254704583,0.9850272034160413
185,3.5,-0.6,-0.0,1.4073001146316528,0.9403523360729837,0.02041800134698646,0.5925224689401071
186,1.0,-0.2,-0.0,1.407297968864441,0.6713436801672993,0.8364818357525897,0.6088460353518812
187,-0.6,0.1,-0.0,1.407296895980835,0.9160576973024258,0.35542961371786264,0.10005796514066645
188,-2.5,0.4,0.0,1.407295823097229,0.5828001578915035,0.9252868391953514,0.5654188721805395
189,-2.6,0.4,0.0,1.407294750213623,0.14185563014696345,0.7887262210301531,0.7951237085562002
190,-3.4,0.6,0.0,1.407294750213623,0.8525246096960618,0.6527873986918282,0.2630971898224582
191,-2.0,0.3,0.0,1.407293677330017,0.37358339947029406,0.4013831116609403,0.6044639556885293
192,-1.8,0.3,-0.0,1.4072952270507812,0.6927084772348785,0.5870777066959753,0.6431175055848447
193,0.2,-0.0,0.0,1.407297968864441,0.9864765521055392,0.3825570595790372,0.3294657831600788
194,0.6,-0.1,0.0,1.4072984457015991,0.3655849785878259,0.3889229831548455,0.6728365371384883
195,2.2,-0.4,-0.0,1.4073001146316528,0.4823862763291118,0.1011871686485728,0.9051554979887931
196,2.4,-0.4,-0.0,1.407300591468811,0.2985075930788206,0.6463489436186832,0.32252110888330765
197,3.5,-0.6,-0.0,1.4072990417480469,0.31120859460207095,0.49845038517057105,0.13527931893319423
198,2.7,-0.5,-0.0,1.4072984457015991,0.7773913369204423,0.24700664873252354,0.14134414107480164
199,1.3,-0.2,-0.0,1.407297968864441,0.5110828673630856,0.16871652967929107,0.7933653518673769
200,-1.2,0.2,0.0,1.407295823097229,0.49983361530274717,0.9282441119113273,0.8583814065601185
201,-1.8,0.3,0.0,1.407294750213623,0.345305379631622,0.45774725194383814,0.39913342255971085
202,-3.4,0.6,0.0,1.4072932004928589,0.5763503224904494,0.059557883888991525,0.6176697585254787
203,-2.6,0.4,-0.0,1.4072932004928589,0.30576381771181593,0.39972267785324156,0.1689817035235328
204,-2.8,0.5,-0.0,1.4072932004928589,0.06198802352245236,0.4347593673264891,0.6505016001503147
205,-1.0,0.2,-0.0,1.4072942733764648,0.7524598588331991,0.11474455727175714,0.6069360101578213
206,-0.5,0.1,0.0,1.4072952270507812,0.1881514252573082,0.609046275977754,0.7091382047538111
207,1.3,-0.2,-0.0,1.407297968864441,0.13002685277067705,0.01645184180239201,0.7784393697984162
208,1.6,-0.3,-0.0,1.4072990417480469,0.4129325707399838,0.1424637180024897,0.36578111838569893
209,2.9,-0.5,-0.0,1.4073001146316528,0.9532289365803227,0.19685466875324698,0.3454761772045921
210,3.0,-0.5,0.0,1.4073001146316528,0.6985367923123491,0.41479465190746145,0.811206177137435
211,3.4,-0.6,-0.0,1.407296895980835,0.6181109284013548,0.43120874310499746,0.08915937478463576
212,1.0,-0.2,-0.0,1.4072932004928589,0.015566326090456828,0.20785338239587192,0.145528749251279
213,-0.6,0.1,-0.0,1.4072926044464111,0.8246314194035136,0.5354688720749853,0.572305173680167
214,-2.5,0.4,0.0,1.4072932004928589,0.014778064653831025,0.0832150922228122,0.2500263383304808
215,-2.6,0.4,0.0,1.407292127609253,0.7316044389796983,0.32992089319248763,0.24086119170825282
216,-3.4,0.6,0.0,1.4072915315628052,0.39681883136150964,0.201106604392855,0.5318852699128693
217,-2.0,0.3,-0.0,1.407292127609253,0.25669659893049,0.9634066732248089,0.9040409049519604
218,-1.8,0.3,0.0,1.4072932004928589,0.08688308911450093,0.9994399843024075,0.64364116289384
219,0.2,-0.0,-0.0,1.407294750213623,0.9582757669232834,0.15786295065765665,0.22276234786735716
220,0.6,-0.1,-0.0,1.407295823097229,0.28860409439312995,0.12523056202958138,0.5909048113109815
221,2.2,-0.4,-0.0,1.407297968864441,0.4648466006852324,0.5524265681599984,0.5949856471852069
222,2.4,-0.4,-0.0,1.407297968864441,0.532106860741378,0.8214025714575602,0.23494779909408336
223,3.5,-0.6,-0.0,1.4072973728179932,0.3035334822528283,0.05047555874696841,0.215722612735205
224,2.7,-0.4,-0.0,1.407296895980835,0.05845703351868692,0.141756254862065,0.8446354528285843
225,1.3,-0.2,0.0,1.407296895980835,0.902487532070516,0.4822430223731209,0.147040810587724
226,-1.2,0.2,-0.0,1.4072962999343872,0.28786750653612037,0.17693811673918303,0.0595415973936706
227,-1.8,0.3,-0.0,1.407293677330017,0.5545623185732245,0.6893810046624107,0.7484102298687728
228,-3.4,0.6,0.0,1.407292127609253,0.8506068625903827,0.5436011504622978,0.3789030673600656
229,-2.6,0.4,-0.0,1.4072926044464111,0.6865459532943826,0.9171861121730749,0.23698738130179253
230,-2.8,0.5,0.0,1.4072926044464111,0.4310077829932055,0.4004986884408066,0.7743057111645976
231,-1.0,0.2,0.0,1.4072932004928589,0.7715542081539841,0.3400532686622645,0.13181144010031798
232,-0.5,0.1,0.0,1.4072952270507812,0.18110995451925727,0.6417369973072583,0.8521483971108643
233,1.3,-0.2,-0.0,1.407296895980835,0.4828427997888749,0.2938455421590259,0.4066848301196234
234,1.6,-0.3,-0.0,1.407297968864441,0.3347676836844832,0.4699318654567931,0.5679649246961801
235,2.9,-0.5,-0.0,1.407297968864441,0.8314450003271938,0.8560214087285931,0.6217892589594283
236,3.0,-0.5,-0.0,1.407297968864441,0.16607886135191452,0.9710805922116128,0.05143246613603891
237,3.4,-0.6,-0.0,1.407295823097229,0.6977998053532043,0.26798712467672925,0.9868327982988223
238,2.0,-0.3,-0.0,1.407293677330017,0.6368885164744229,0.7231426693672409,0.007090730038406101
239,2.5,-0.4,-0.0,1.407292127609253,0.018578226453713098,0.003963259671217134,0.9767624339775554
240,2.6,-0.4,-0.0,1.4072915315628052,0.20058577361602825,0.11483226992780204,0.4460693168511092
241,3.7,-0.6,-0.0,1.4072915315628052,0.9751202912887381,0.014075598017764923,0.15078969572287815
242,1.0,-0.2,-0.0,1.407291054725647,0.24107384382969022,0.9797925831076193,0.6584644246475144
243,0.2,-0.0,-0.0,1.4072915315628052,0.6505631258621462,0.09390927297255891,0.8757466740664144
244,3.9,-0.6,-0.0,1.4072926044464111,0.46053309110845264,0.692240989056423,0.3730528799179015
245,8.5,-1.4,-0.1,1.407293677330017,0.6930479343101985,0.036633295138061794,0.7475089597024478
246,6.4,-1.1,-0.0,1.407295823097229,0.3405223003351996,0.15507734368909787,0.6514554159901504
247,5.5,-0.9,-0.0,1.407296895980835,0.13295758115545964,0.8351334600514284,0.16867774543334024
248,4.5,-0.7,-0.0,1.4072990417480469,0.5201471595509363,0.7948160474775465,0.7683284572435445
249,4.2,-0.7,-0.1,1.407300591468811,0.9485088329662134,0.6159644174525685,0.3587224607662488
250,3.5,-0.6,-0.0,1.407302737236023,0.5920586695233573,0.904217864292332,0.8807486216609838
251,3.8,-0.6,-0.0,1.407304286956787,0.9621880598427117,0.20826430537866458,0.25695302171642853
252,3.3,-0.5,-0.0,1.4073048830032349,0.2971898376130392,0.5691136922571637,0.36939152994190827
253,3.7,-0.6,-0.0,1.4073048830032349,0.48077216738312323,0.22937100462047477,0.30434515150287067
254,3.3,-0.5,-0.0,1.407308578491211,0.9531327919924585,0.2864895209582452,0.915650979863855
255,3.6,-0.6,-0.0,1.407312273979187,0.47743235804510653,0.30551889756733397,0.03213180129659832
256,3.3,-0.5,-0.0,1.4073160886764526,0.2581309342235245,0.0643770456885342,0.4040073001043163
257,3.6,-0.6,-0.0,1.4073182344436646,0.4309955771173234,0.04802602313350712,0.10429572975383938
258,2.9,-0.5,-0.0,1.4073214530944824,0.606169515918088,0.07376606393631568,0.6599935755763897
259,1.5,-0.2,-0.0,1.4073234796524048,0.02136726654594001,0.5439807394470083,0.010209670030560836
260,-0.5,0.1,0.0,1.4073262214660645,0.45413629188342997,0.7895925223355497,0.45886584372466543
261,-1.1,0.2,-0.0,1.4073282480239868,0.5626162016699587,0.16587136090550114,0.6431736149164978
262,-1.2,0.2,-0.0,1.4073305130004883,0.23452572193819765,0.8406413491122908,0.8280217521250214
263,-0.4,0.1,-0.0,1.4073331356048584,0.18515749519430325,0.8411790142149193,0.18394918575204422
264,-1.4,0.2,0.0,1.4073351621627808,0.23181687875030998,0.059075833656987986,0.45117599764177296
265,-1.7,0.3,-0.0,1.4073373079299927,0.8875435389953527,0.409790481145651,0.32320130694830507
266,-2.5,0.4,0.0,1.4073394536972046,0.718864003531106,0.2641826491934417,0.09329242676355398
267,-2.3,0.4,-0.0,1.4073415994644165,0.9741943325737438,0.9004391692947062,0.9573335283143536
268,-2.9,0.5,0.0,1.4073437452316284,0.15749727577357064,0.6622124860630882,0.8914660075833721
269,-2.5,0.4,0.0,1.4073443412780762,0.6373774920769607,0.7689078421984596,0.5596738259772942
270,-3.0,0.5,0.0,1.4073448181152344,0.6287755620473952,0.46592118364522817,0.10859836112203869
